nov 10/21:58:56.287 DEBUG2 : 		

StartSession()

nov 10/21:58:56.287 INFO   : Debug Log(info): Loading the I-jet driver
nov 10/21:59:01.339 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
nov 10/21:59:01.339 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
nov 10/21:59:01.339 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
nov 10/21:59:01.340 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
nov 10/21:59:01.340 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
nov 10/21:59:01.358 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x8001d84 (134225284)
nov 10/21:59:01.358 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
nov 10/21:59:01.358 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
nov 10/21:59:01.358 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2 polls in 0.001s
nov 10/21:59:01.358 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
nov 10/21:59:01.358 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
nov 10/21:59:01.361 DEBUG2 : 		  ISigChan::Stop()
nov 10/21:59:01.361 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001d84, 2 bytes [by 2] = [ 10 b5 ])
nov 10/21:59:01.363 DEBUG2 : 		  GetCodeBreak(): MultiBreakGetAttr(addr 0x8001d84, attr <0x20405: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_SW | SIGEMU_BRK_ATTR_LITTLEENDIAN>)
nov 10/21:59:01.363 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
nov 10/21:59:01.363 DEBUG2 : 		<- LowLevelGo(core 0)
nov 10/21:59:01.363 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
nov 10/21:59:01.363 DEBUG2 : 		ClearCodeBreak(<0:0x8001d84>, 1 units)
nov 10/21:59:01.363 DEBUG2 : 		  ClearCodeBreak(): BreakClr(bank 0, count 1, addr 0x8001d84)
nov 10/21:59:01.366 DEBUG2 : 		CpuRegGet(Core 0, LR -> 14) = 0x8001e7f (134225535)
nov 10/21:59:01.367 DEBUG2 : 		CpuRegGet(Core 0, XPSR -> 16) = 0x61000000 (1627389952)
nov 10/21:59:01.369 DEBUG2 : 		CpuRegGet(Core 0, SP_Main -> 17) = 0x800fff8 (134283256)
nov 10/21:59:06.734 DEBUG2 : 		CpuRegGet(Core 0, CTRL_PRI -> 20) = 0x1 (1)
nov 10/21:59:06.782 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001d7c, 2 bytes [by 2] = [ 01 22 ])
nov 10/21:59:06.782 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001d7e, 2 bytes [by 2] = [ 8a 40 ])
nov 10/21:59:06.782 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001d80, 2 bytes [by 2] = [ c2 60 ])
nov 10/21:59:06.782 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001d82, 2 bytes [by 2] = [ 70 47 ])
nov 10/21:59:06.785 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001d84, 2 bytes [by 2] = [ 10 b5 ])
nov 10/21:59:06.785 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001d86, 2 bytes [by 2] = [ 62 b6 ])
nov 10/21:59:06.785 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001d88, 2 bytes [by 2] = [ ff f7 ])
nov 10/21:59:06.785 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001d88, 4 bytes [by 4] = [ ff f7 a0 f9 ])
nov 10/21:59:06.786 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001d8c, 2 bytes [by 2] = [ 08 48 ])
nov 10/21:59:06.786 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001db0, 4 bytes [by 4] = [ 00 00 01 08 ])
nov 10/21:59:06.786 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001d8e, 2 bytes [by 2] = [ ff f7 ])
nov 10/21:59:06.786 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001d8e, 4 bytes [by 4] = [ ff f7 b5 fa ])
nov 10/21:59:06.786 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001d92, 2 bytes [by 2] = [ 08 4c ])
nov 10/21:59:06.786 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001db4, 4 bytes [by 4] = [ 00 04 31 40 ])
nov 10/21:59:06.787 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001d94, 2 bytes [by 2] = [ 08 4a ])
nov 10/21:59:06.787 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001db8, 4 bytes [by 4] = [ e4 24 00 08 ])
nov 10/21:59:06.787 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001d96, 2 bytes [by 2] = [ 02 21 ])
nov 10/21:59:06.787 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001d98, 2 bytes [by 2] = [ 20 00 ])
nov 10/21:59:06.788 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001d9a, 2 bytes [by 2] = [ ff f7 ])
nov 10/21:59:06.788 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001d9a, 4 bytes [by 4] = [ ff f7 36 fd ])
nov 10/21:59:06.788 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001d9e, 2 bytes [by 2] = [ 07 48 ])
nov 10/21:59:06.788 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001dbc, 4 bytes [by 4] = [ 50 c3 00 00 ])
nov 10/21:59:06.788 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001da0, 2 bytes [by 2] = [ ff f7 ])
nov 10/21:59:06.789 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001da0, 4 bytes [by 4] = [ ff f7 74 fe ])
nov 10/21:59:06.789 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001da4, 2 bytes [by 2] = [ 02 21 ])
nov 10/21:59:06.789 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001da6, 2 bytes [by 2] = [ 20 00 ])
nov 10/21:59:06.790 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001da8, 2 bytes [by 2] = [ ff f7 ])
nov 10/21:59:06.791 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001da8, 4 bytes [by 4] = [ ff f7 e8 ff ])
nov 10/21:59:06.791 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001dac, 2 bytes [by 2] = [ f7 e7 ])
nov 10/21:59:06.791 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001dae, 2 bytes [by 2] = [ 00 00 ])
nov 10/21:59:06.791 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001db0, 4 bytes [by 4] = [ 00 00 01 08 ])
nov 10/21:59:06.791 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001db0, 4 bytes [by 4] = [ 00 00 01 08 ])
nov 10/21:59:06.792 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001db0, 4 bytes [by 4] = [ 00 00 01 08 ])
nov 10/21:59:06.792 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001db4, 4 bytes [by 4] = [ 00 04 31 40 ])
nov 10/21:59:06.792 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001db4, 4 bytes [by 4] = [ 00 04 31 40 ])
nov 10/21:59:06.792 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001db4, 4 bytes [by 4] = [ 00 04 31 40 ])
nov 10/21:59:06.792 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001db8, 4 bytes [by 4] = [ e4 24 00 08 ])
nov 10/21:59:06.792 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001db8, 4 bytes [by 4] = [ e4 24 00 08 ])
nov 10/21:59:06.793 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001db8, 4 bytes [by 4] = [ e4 24 00 08 ])
nov 10/21:59:06.793 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001dbc, 4 bytes [by 4] = [ 50 c3 00 00 ])
nov 10/21:59:06.793 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001dbc, 4 bytes [by 4] = [ 50 c3 00 00 ])
nov 10/21:59:06.793 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001dbc, 4 bytes [by 4] = [ 50 c3 00 00 ])
nov 10/21:59:06.793 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001dc0, 2 bytes [by 2] = [ 70 b4 ])
nov 10/21:59:06.793 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001dc2, 2 bytes [by 2] = [ 01 23 ])
nov 10/21:59:06.794 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001dc4, 2 bytes [by 2] = [ 00 24 ])
nov 10/21:59:06.794 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001dc6, 2 bytes [by 2] = [ 13 e0 ])
nov 10/21:59:06.794 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001dc8, 2 bytes [by 2] = [ 01 68 ])
nov 10/21:59:06.795 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001dca, 2 bytes [by 2] = [ 00 1d ])
nov 10/21:59:06.795 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001dcc, 2 bytes [by 2] = [ 19 42 ])
nov 10/21:59:06.795 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001dce, 2 bytes [by 2] = [ 02 d0 ])
nov 10/21:59:06.795 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001dd0, 2 bytes [by 2] = [ 4d 46 ])
nov 10/21:59:06.795 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001dd2, 2 bytes [by 2] = [ 69 18 ])
nov 10/21:59:06.796 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001dd4, 2 bytes [by 2] = [ 49 1e ])
nov 10/21:59:06.796 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001dd6, 2 bytes [by 2] = [ 0c 60 ])
nov 10/21:59:06.796 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001dd8, 2 bytes [by 2] = [ 09 1d ])
nov 10/21:59:06.796 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001dda, 2 bytes [by 2] = [ 12 1f ])
nov 10/21:59:06.796 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001ddc, 2 bytes [by 2] = [ 04 2a ])
nov 10/21:59:06.797 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001dde, 2 bytes [by 2] = [ fa d2 ])
nov 10/21:59:06.797 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001de0, 2 bytes [by 2] = [ 0d 00 ])
nov 10/21:59:06.798 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001de2, 2 bytes [by 2] = [ 96 07 ])
nov 10/21:59:06.798 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001de4, 2 bytes [by 2] = [ 01 d5 ])
nov 10/21:59:06.798 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001de6, 2 bytes [by 2] = [ 0c 80 ])
nov 10/21:59:06.798 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001de8, 2 bytes [by 2] = [ ad 1c ])
nov 10/21:59:06.799 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001dea, 2 bytes [by 2] = [ 1a 40 ])
nov 10/21:59:06.799 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001dec, 2 bytes [by 2] = [ 00 d0 ])
nov 10/21:59:06.799 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001dee, 2 bytes [by 2] = [ 2c 70 ])
nov 10/21:59:06.799 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001df0, 2 bytes [by 2] = [ 02 68 ])
nov 10/21:59:06.799 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001df2, 2 bytes [by 2] = [ 00 1d ])
nov 10/21:59:06.800 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001df4, 2 bytes [by 2] = [ 00 2a ])
nov 10/21:59:06.800 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001df6, 2 bytes [by 2] = [ e7 d1 ])
nov 10/21:59:06.800 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001df8, 2 bytes [by 2] = [ 70 bc ])
nov 10/21:59:06.800 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001dfa, 2 bytes [by 2] = [ 70 47 ])
nov 10/21:59:06.801 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001dfc, 2 bytes [by 2] = [ 10 b5 ])
nov 10/21:59:06.803 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001dfe, 2 bytes [by 2] = [ 07 49 ])
nov 10/21:59:06.803 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e1c, 4 bytes [by 4] = [ 08 00 00 00 ])
nov 10/21:59:06.803 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e00, 2 bytes [by 2] = [ 79 44 ])
nov 10/21:59:06.803 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e02, 2 bytes [by 2] = [ 18 31 ])
nov 10/21:59:06.804 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e04, 2 bytes [by 2] = [ 06 4c ])
nov 10/21:59:06.804 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e20, 4 bytes [by 4] = [ 24 00 00 00 ])
nov 10/21:59:06.804 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e06, 2 bytes [by 2] = [ 7c 44 ])
nov 10/21:59:06.804 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e08, 2 bytes [by 2] = [ 16 34 ])
nov 10/21:59:06.805 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e0a, 2 bytes [by 2] = [ 04 e0 ])
nov 10/21:59:06.805 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e0c, 2 bytes [by 2] = [ 08 1d ])
nov 10/21:59:06.805 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e0e, 2 bytes [by 2] = [ 0a 68 ])
nov 10/21:59:06.806 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e10, 2 bytes [by 2] = [ 89 18 ])
nov 10/21:59:06.806 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e12, 2 bytes [by 2] = [ 88 47 ])
nov 10/21:59:06.806 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e14, 2 bytes [by 2] = [ 01 00 ])
nov 10/21:59:06.806 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e16, 2 bytes [by 2] = [ a1 42 ])
nov 10/21:59:06.807 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e18, 2 bytes [by 2] = [ f8 d1 ])
nov 10/21:59:06.807 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e1a, 2 bytes [by 2] = [ 10 bd ])
nov 10/21:59:06.807 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e1c, 4 bytes [by 4] = [ 08 00 00 00 ])
nov 10/21:59:06.807 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e1c, 4 bytes [by 4] = [ 08 00 00 00 ])
nov 10/21:59:06.807 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e1c, 4 bytes [by 4] = [ 08 00 00 00 ])
nov 10/21:59:06.808 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e20, 4 bytes [by 4] = [ 24 00 00 00 ])
nov 10/21:59:06.808 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e20, 4 bytes [by 4] = [ 24 00 00 00 ])
nov 10/21:59:06.808 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e20, 4 bytes [by 4] = [ 24 00 00 00 ])
nov 10/21:59:06.808 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e24, 4 bytes [by 4] = [ 9d ff ff ff ])
nov 10/21:59:06.808 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e24, 4 bytes [by 4] = [ 9d ff ff ff ])
nov 10/21:59:06.809 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e24, 4 bytes [by 4] = [ 9d ff ff ff ])
nov 10/21:59:06.809 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e28, 4 bytes [by 4] = [ 70 00 00 00 ])
nov 10/21:59:06.809 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e28, 4 bytes [by 4] = [ 70 00 00 00 ])
nov 10/21:59:06.809 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e28, 4 bytes [by 4] = [ 70 00 00 00 ])
nov 10/21:59:06.809 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e2c, 4 bytes [by 4] = [ 18 25 00 08 ])
nov 10/21:59:06.809 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e2c, 4 bytes [by 4] = [ 18 25 00 08 ])
nov 10/21:59:06.810 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e2c, 4 bytes [by 4] = [ 18 25 00 08 ])
nov 10/21:59:06.810 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e30, 4 bytes [by 4] = [ 00 00 00 00 ])
nov 10/21:59:06.810 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e30, 4 bytes [by 4] = [ 00 00 00 00 ])
nov 10/21:59:06.810 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e30, 4 bytes [by 4] = [ 00 00 00 00 ])
nov 10/21:59:06.810 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e34, 4 bytes [by 4] = [ ff fc ff ff ])
nov 10/21:59:06.811 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e34, 4 bytes [by 4] = [ ff fc ff ff ])
nov 10/21:59:06.811 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e34, 4 bytes [by 4] = [ ff fc ff ff ])
nov 10/21:59:06.811 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e38, 4 bytes [by 4] = [ 48 08 00 00 ])
nov 10/21:59:06.811 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e38, 4 bytes [by 4] = [ 48 08 00 00 ])
nov 10/21:59:06.811 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e38, 4 bytes [by 4] = [ 48 08 00 00 ])
nov 10/21:59:06.812 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e3c, 4 bytes [by 4] = [ 3e 00 00 00 ])
nov 10/21:59:06.812 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e3c, 4 bytes [by 4] = [ 3e 00 00 00 ])
nov 10/21:59:06.812 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001e3c, 4 bytes [by 4] = [ 3e 00 00 00 ])
nov 10/21:59:29.375 DEBUG2 : 		-> AboutToStopSession()
nov 10/21:59:29.381 DEBUG2 : 		  Exiting SWO reading thread
nov 10/21:59:29.383 DEBUG2 : 		<- AboutToStopSession()
nov 10/21:59:29.383 DEBUG2 : 		<Call to _ExecDeviceExit: macro undefined
nov 10/21:59:29.383 DEBUG2 : 		<Call to execUserExit: macro undefined
nov 10/21:59:29.385 DEBUG2 : 		-> PrepareStopSession()
nov 10/21:59:29.883 DEBUG2 : 		<- PrepareStopSession()
nov 10/21:59:29.883 DEBUG2 : 		ClearCodeBreak(<9:0xf000000000000000>, 1 units)
nov 10/21:59:29.884 DEBUG2 : 		StopGui()
nov 10/21:59:29.942 DEBUG2 : 		-> StopSession()
nov 10/21:59:29.948 DEBUG2 : 		-> TerminateHardware()
nov 10/21:59:29.948 DEBUG2 : 		  ISigEmu::ReleaseInterface(sigWpt)
nov 10/21:59:29.948 DEBUG2 : 		  ISigEmu::ReleaseInterface(sigVect)
nov 10/21:59:29.948 DEBUG2 : 		  ISigEmuMp::DetachCpu(sigEmu) [core #0]
nov 10/21:59:29.948 DEBUG2 : 		Multi: DetachCpu 0
nov 10/21:59:29.951 DEBUG2 : 		  ISigEmu::IceTerm()
nov 10/21:59:29.952 DEBUG2 : 		  ISigChan::ReleaseInterface(chanReader)
nov 10/21:59:29.952 DEBUG2 : 		  ISigChan::Term()
nov 10/21:59:29.952 DEBUG2 : 		  ISigA2D::Term()
nov 10/21:59:29.952 DEBUG2 : 		  ISigProbe::ReleaseInterface(sigA2D)
nov 10/21:59:29.952 DEBUG2 : 		Core 0: sigEmu->LinkAttach(ISigProbe)
nov 10/21:59:29.952 DEBUG2 : 		  ISigApi::ReleaseInstance(sigEmu)
nov 10/21:59:29.952 INFO   : Debug Log(warning): Warning: Power and SWO trace are not possible in multi-core debugging.

nov 10/21:59:29.952 WARNING: Warning: Power and SWO trace are not possible in multi-core debugging.

nov 10/21:59:29.953 DEBUG2 : 		  SigAPITerm()
nov 10/21:59:29.953 DEBUG2 : 		<- TerminateHardware()
nov 10/21:59:29.953 DEBUG2 : 		<- StopSession()
nov 10/21:59:29.953 DEBUG2 : 		-> ~TdJetDriver()
nov 10/21:59:29.953 DEBUG2 : 		-> TerminateHardware()
nov 10/21:59:29.953 DEBUG2 : 		<- TerminateHardware()
