nov 10/21:59:46.996 DEBUG2 : 		

StartSession()

nov 10/21:59:46.996 INFO   : Debug Log(info): Loading the I-jet driver
nov 10/21:59:48.250 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
nov 10/21:59:48.250 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
nov 10/21:59:48.250 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2 polls in 0.001s
nov 10/21:59:48.250 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
nov 10/21:59:48.250 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
nov 10/21:59:48.250 DEBUG2 : 		    XTRACE postgo (status = 0x102) dump -> ok
nov 10/21:59:48.256 DEBUG2 : 		  ISigChan::Stop()
nov 10/21:59:48.256 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801114e, 2 bytes [by 2] = [ 10 b5 ])
nov 10/21:59:48.256 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x801114e, attr <0x20405: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_SW | SIGEMU_BRK_ATTR_LITTLEENDIAN>)
nov 10/21:59:48.256 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
nov 10/21:59:48.256 DEBUG2 : 		<- LowLevelGo(core 0)
nov 10/21:59:48.256 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
nov 10/21:59:48.257 DEBUG2 : 		ISigPcSampler::GetSample(SIGAPIARM_SAMPLE_CYCLE) = 0x9cbe6e02
nov 10/21:59:48.257 DEBUG2 : 		ClearCodeBreak(<0:0x801114e>, 1 units)
nov 10/21:59:48.257 DEBUG2 : 		  ClearCodeBreak(): BreakClr(bank 0, count 1, addr 0x801114e)
nov 10/21:59:48.258 DEBUG2 : 		CpuRegGet(Core 0, LR -> 14) = 0x801127b (134287995)
nov 10/21:59:48.258 DEBUG2 : 		CpuRegGet(Core 0, XPSR -> 16) = 0x61000000 (1627389952)
nov 10/21:59:48.258 DEBUG2 : 		CpuRegGet(Core 0, SP_Main -> 17) = 0x801e7f8 (134342648)
nov 10/21:59:54.275 DEBUG2 : 		CpuRegGet(Core 0, CTRL_PRI -> 20) = 0x4000001 (67108865)
nov 10/21:59:54.285 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801110e, 2 bytes [by 2] = [ 00 21 ])
nov 10/21:59:54.285 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011110, 2 bytes [by 2] = [ 0a 4a ])
nov 10/21:59:54.285 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801113c, 4 bytes [by 4] = [ 00 e7 01 08 ])
nov 10/21:59:54.285 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011112, 2 bytes [by 2] = [ e2 e8 ])
nov 10/21:59:54.286 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011112, 4 bytes [by 4] = [ e2 e8 02 01 ])
nov 10/21:59:54.286 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011116, 2 bytes [by 2] = [ 6a 45 ])
nov 10/21:59:54.286 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011118, 2 bytes [by 2] = [ fb d1 ])
nov 10/21:59:54.286 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801111a, 2 bytes [by 2] = [ 05 4f ])
nov 10/21:59:54.287 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011130, 4 bytes [by 4] = [ 51 0c 01 08 ])
nov 10/21:59:54.287 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801111c, 2 bytes [by 2] = [ b8 47 ])
nov 10/21:59:54.287 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801111e, 2 bytes [by 2] = [ 05 4f ])
nov 10/21:59:54.287 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011134, 4 bytes [by 4] = [ b5 11 01 08 ])
nov 10/21:59:54.287 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011120, 2 bytes [by 2] = [ b8 47 ])
nov 10/21:59:54.288 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011122, 2 bytes [by 2] = [ 05 4f ])
nov 10/21:59:54.288 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011138, 4 bytes [by 4] = [ c5 12 01 08 ])
nov 10/21:59:54.289 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011124, 2 bytes [by 2] = [ b8 47 ])
nov 10/21:59:54.289 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011126, 2 bytes [by 2] = [ fe e7 ])
nov 10/21:59:54.289 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011128, 4 bytes [by 4] = [ 00 00 01 08 ])
nov 10/21:59:54.289 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011128, 4 bytes [by 4] = [ 00 00 01 08 ])
nov 10/21:59:54.289 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011128, 4 bytes [by 4] = [ 00 00 01 08 ])
nov 10/21:59:54.289 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801112c, 4 bytes [by 4] = [ 08 ed 00 e0 ])
nov 10/21:59:54.289 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801112c, 4 bytes [by 4] = [ 08 ed 00 e0 ])
nov 10/21:59:54.289 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801112c, 4 bytes [by 4] = [ 08 ed 00 e0 ])
nov 10/21:59:54.289 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011130, 4 bytes [by 4] = [ 51 0c 01 08 ])
nov 10/21:59:54.290 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011130, 4 bytes [by 4] = [ 51 0c 01 08 ])
nov 10/21:59:54.290 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011130, 4 bytes [by 4] = [ 51 0c 01 08 ])
nov 10/21:59:54.290 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011134, 4 bytes [by 4] = [ b5 11 01 08 ])
nov 10/21:59:54.291 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011134, 4 bytes [by 4] = [ b5 11 01 08 ])
nov 10/21:59:54.291 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011134, 4 bytes [by 4] = [ b5 11 01 08 ])
nov 10/21:59:54.291 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011138, 4 bytes [by 4] = [ c5 12 01 08 ])
nov 10/21:59:54.291 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011138, 4 bytes [by 4] = [ c5 12 01 08 ])
nov 10/21:59:54.291 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011138, 4 bytes [by 4] = [ c5 12 01 08 ])
nov 10/21:59:54.291 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801113c, 4 bytes [by 4] = [ 00 e7 01 08 ])
nov 10/21:59:54.292 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801113c, 4 bytes [by 4] = [ 00 e7 01 08 ])
nov 10/21:59:54.292 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801113c, 4 bytes [by 4] = [ 00 e7 01 08 ])
nov 10/21:59:54.292 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011140, 4 bytes [by 4] = [ ff e7 01 08 ])
nov 10/21:59:54.292 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011140, 4 bytes [by 4] = [ ff e7 01 08 ])
nov 10/21:59:54.292 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011140, 4 bytes [by 4] = [ ff e7 01 08 ])
nov 10/21:59:54.324 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011144, 2 bytes [by 2] = [ 01 22 ])
nov 10/21:59:54.324 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011146, 2 bytes [by 2] = [ 12 fa ])
nov 10/21:59:54.324 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011146, 4 bytes [by 4] = [ 12 fa 01 f1 ])
nov 10/21:59:54.325 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801114a, 2 bytes [by 2] = [ c1 60 ])
nov 10/21:59:54.325 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801114c, 2 bytes [by 2] = [ 70 47 ])
nov 10/21:59:54.327 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801114e, 2 bytes [by 2] = [ 10 b5 ])
nov 10/21:59:54.327 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011150, 2 bytes [by 2] = [ 62 b6 ])
nov 10/21:59:54.327 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011152, 2 bytes [by 2] = [ ff f7 ])
nov 10/21:59:54.328 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011152, 4 bytes [by 4] = [ ff f7 35 fe ])
nov 10/21:59:54.328 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011156, 2 bytes [by 2] = [ 07 4c ])
nov 10/21:59:54.329 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011174, 4 bytes [by 4] = [ 80 09 31 40 ])
nov 10/21:59:54.329 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011158, 2 bytes [by 2] = [ 07 4a ])
nov 10/21:59:54.329 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011178, 4 bytes [by 4] = [ ec 18 01 08 ])
nov 10/21:59:54.329 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801115a, 2 bytes [by 2] = [ 03 21 ])
nov 10/21:59:54.330 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801115c, 2 bytes [by 2] = [ 20 00 ])
nov 10/21:59:54.330 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801115e, 2 bytes [by 2] = [ ff f7 ])
nov 10/21:59:54.330 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801115e, 4 bytes [by 4] = [ ff f7 6c fc ])
nov 10/21:59:54.331 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011162, 2 bytes [by 2] = [ 4c f2 ])
nov 10/21:59:54.331 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011162, 4 bytes [by 4] = [ 4c f2 50 30 ])
nov 10/21:59:54.331 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011166, 2 bytes [by 2] = [ ff f7 ])
nov 10/21:59:54.331 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011166, 4 bytes [by 4] = [ ff f7 ec fe ])
nov 10/21:59:54.331 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801116a, 2 bytes [by 2] = [ 03 21 ])
nov 10/21:59:54.331 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801116c, 2 bytes [by 2] = [ 20 00 ])
nov 10/21:59:54.332 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801116e, 2 bytes [by 2] = [ ff f7 ])
nov 10/21:59:54.332 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801116e, 4 bytes [by 4] = [ ff f7 e9 ff ])
nov 10/21:59:54.332 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011172, 2 bytes [by 2] = [ f6 e7 ])
nov 10/21:59:54.332 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011174, 4 bytes [by 4] = [ 80 09 31 40 ])
nov 10/21:59:54.332 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011174, 4 bytes [by 4] = [ 80 09 31 40 ])
nov 10/21:59:54.332 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011174, 4 bytes [by 4] = [ 80 09 31 40 ])
nov 10/21:59:54.333 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011178, 4 bytes [by 4] = [ ec 18 01 08 ])
nov 10/21:59:54.333 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011178, 4 bytes [by 4] = [ ec 18 01 08 ])
nov 10/21:59:54.333 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011178, 4 bytes [by 4] = [ ec 18 01 08 ])
nov 10/21:59:54.333 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801117c, 2 bytes [by 2] = [ 30 b4 ])
nov 10/21:59:54.334 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801117e, 2 bytes [by 2] = [ 00 25 ])
nov 10/21:59:54.334 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011180, 2 bytes [by 2] = [ 12 e0 ])
nov 10/21:59:54.334 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011182, 2 bytes [by 2] = [ 50 f8 ])
nov 10/21:59:54.335 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011182, 4 bytes [by 4] = [ 50 f8 04 2b ])
nov 10/21:59:54.335 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011186, 2 bytes [by 2] = [ d3 07 ])
nov 10/21:59:54.335 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011188, 2 bytes [by 2] = [ 44 bf ])
nov 10/21:59:54.335 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801118a, 2 bytes [by 2] = [ 4a 44 ])
nov 10/21:59:54.335 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801118c, 2 bytes [by 2] = [ 52 1e ])
nov 10/21:59:54.336 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801118e, 2 bytes [by 2] = [ 09 1f ])
nov 10/21:59:54.336 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011190, 2 bytes [by 2] = [ 04 29 ])
nov 10/21:59:54.336 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011192, 2 bytes [by 2] = [ 42 f8 ])
nov 10/21:59:54.336 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011192, 4 bytes [by 4] = [ 42 f8 04 5b ])
nov 10/21:59:54.336 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011196, 2 bytes [by 2] = [ fa d2 ])
nov 10/21:59:54.337 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011198, 2 bytes [by 2] = [ 13 46 ])
nov 10/21:59:54.337 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801119a, 2 bytes [by 2] = [ 8c 07 ])
nov 10/21:59:54.337 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801119c, 2 bytes [by 2] = [ 44 bf ])
nov 10/21:59:54.337 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801119e, 2 bytes [by 2] = [ 15 80 ])
nov 10/21:59:54.337 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111a0, 2 bytes [by 2] = [ 9b 1c ])
nov 10/21:59:54.338 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111a2, 2 bytes [by 2] = [ c9 07 ])
nov 10/21:59:54.338 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111a4, 2 bytes [by 2] = [ 48 bf ])
nov 10/21:59:54.338 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111a6, 2 bytes [by 2] = [ 1d 70 ])
nov 10/21:59:54.338 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111a8, 2 bytes [by 2] = [ 50 f8 ])
nov 10/21:59:54.339 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111a8, 4 bytes [by 4] = [ 50 f8 04 1b ])
nov 10/21:59:54.339 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111ac, 2 bytes [by 2] = [ 00 29 ])
nov 10/21:59:54.340 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111ae, 2 bytes [by 2] = [ e8 d1 ])
nov 10/21:59:54.340 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111b0, 2 bytes [by 2] = [ 30 bc ])
nov 10/21:59:54.341 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111b2, 2 bytes [by 2] = [ 70 47 ])
nov 10/21:59:54.341 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111b4, 2 bytes [by 2] = [ 10 b5 ])
nov 10/21:59:54.342 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111b6, 2 bytes [by 2] = [ 07 49 ])
nov 10/21:59:54.342 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111d4, 4 bytes [by 4] = [ 2c 00 00 00 ])
nov 10/21:59:54.342 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111b8, 2 bytes [by 2] = [ 79 44 ])
nov 10/21:59:54.342 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111ba, 2 bytes [by 2] = [ 18 31 ])
nov 10/21:59:54.343 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111bc, 2 bytes [by 2] = [ 06 4c ])
nov 10/21:59:54.343 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111d8, 4 bytes [by 4] = [ 48 00 00 00 ])
nov 10/21:59:54.343 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111be, 2 bytes [by 2] = [ 7c 44 ])
nov 10/21:59:54.343 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111c0, 2 bytes [by 2] = [ 16 34 ])
nov 10/21:59:54.343 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111c2, 2 bytes [by 2] = [ 04 e0 ])
nov 10/21:59:54.344 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111c4, 2 bytes [by 2] = [ 0a 68 ])
nov 10/21:59:54.344 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111c6, 2 bytes [by 2] = [ 08 1d ])
nov 10/21:59:54.344 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111c8, 2 bytes [by 2] = [ 11 44 ])
nov 10/21:59:54.344 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111ca, 2 bytes [by 2] = [ 88 47 ])
nov 10/21:59:54.345 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111cc, 2 bytes [by 2] = [ 01 46 ])
nov 10/21:59:54.345 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111ce, 2 bytes [by 2] = [ a1 42 ])
nov 10/21:59:54.345 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111d0, 2 bytes [by 2] = [ f8 d1 ])
nov 10/21:59:54.345 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111d2, 2 bytes [by 2] = [ 10 bd ])
nov 10/21:59:54.346 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111d4, 4 bytes [by 4] = [ 2c 00 00 00 ])
nov 10/21:59:54.346 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111d4, 4 bytes [by 4] = [ 2c 00 00 00 ])
nov 10/21:59:54.346 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111d4, 4 bytes [by 4] = [ 2c 00 00 00 ])
nov 10/21:59:54.346 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111d8, 4 bytes [by 4] = [ 48 00 00 00 ])
nov 10/21:59:54.346 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111d8, 4 bytes [by 4] = [ 48 00 00 00 ])
nov 10/21:59:54.346 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111d8, 4 bytes [by 4] = [ 48 00 00 00 ])
nov 10/21:59:54.346 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111dc, 2 bytes [by 2] = [ 4e f6 ])
nov 10/21:59:54.346 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111dc, 4 bytes [by 4] = [ 4e f6 88 51 ])
nov 10/21:59:54.347 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111e0, 2 bytes [by 2] = [ ce f2 ])
nov 10/21:59:54.347 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111e0, 4 bytes [by 4] = [ ce f2 00 01 ])
nov 10/21:59:54.347 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111e4, 2 bytes [by 2] = [ 08 68 ])
nov 10/21:59:54.347 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111e6, 2 bytes [by 2] = [ 40 f4 ])
nov 10/21:59:54.348 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111e6, 4 bytes [by 4] = [ 40 f4 70 00 ])
nov 10/21:59:54.348 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111ea, 2 bytes [by 2] = [ 08 60 ])
nov 10/21:59:54.348 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111ec, 2 bytes [by 2] = [ bf f3 ])
nov 10/21:59:54.348 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111ec, 4 bytes [by 4] = [ bf f3 4f 8f ])
nov 10/21:59:54.348 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111f0, 2 bytes [by 2] = [ bf f3 ])
nov 10/21:59:54.349 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111f0, 4 bytes [by 4] = [ bf f3 6f 8f ])
nov 10/21:59:54.349 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111f4, 2 bytes [by 2] = [ 4f f0 ])
nov 10/21:59:54.349 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111f4, 4 bytes [by 4] = [ 4f f0 01 70 ])
nov 10/21:59:54.349 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111f8, 2 bytes [by 2] = [ e1 ee ])
nov 10/21:59:54.349 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111f8, 4 bytes [by 4] = [ e1 ee 10 0a ])
nov 10/21:59:54.349 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111fc, 2 bytes [by 2] = [ 70 47 ])
nov 10/21:59:54.350 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80111fe, 2 bytes [by 2] = [ 00 00 ])
nov 10/21:59:54.350 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011200, 4 bytes [by 4] = [ 7d ff ff ff ])
nov 10/21:59:54.350 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011200, 4 bytes [by 4] = [ 7d ff ff ff ])
nov 10/21:59:54.350 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011200, 4 bytes [by 4] = [ 7d ff ff ff ])
nov 10/21:59:54.350 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011204, 4 bytes [by 4] = [ bc 00 00 00 ])
nov 10/21:59:54.350 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011204, 4 bytes [by 4] = [ bc 00 00 00 ])
nov 10/21:59:54.351 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011204, 4 bytes [by 4] = [ bc 00 00 00 ])
nov 10/21:59:54.351 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011208, 4 bytes [by 4] = [ 20 19 01 08 ])
nov 10/21:59:54.351 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011208, 4 bytes [by 4] = [ 20 19 01 08 ])
nov 10/21:59:54.351 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011208, 4 bytes [by 4] = [ 20 19 01 08 ])
nov 10/21:59:54.351 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801120c, 4 bytes [by 4] = [ 00 00 00 00 ])
nov 10/21:59:54.351 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801120c, 4 bytes [by 4] = [ 00 00 00 00 ])
nov 10/21:59:54.351 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801120c, 4 bytes [by 4] = [ 00 00 00 00 ])
nov 10/21:59:54.351 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011210, 4 bytes [by 4] = [ 23 f6 ff ff ])
nov 10/21:59:54.352 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011210, 4 bytes [by 4] = [ 23 f6 ff ff ])
nov 10/21:59:54.352 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011210, 4 bytes [by 4] = [ 23 f6 ff ff ])
nov 10/21:59:54.352 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011214, 4 bytes [by 4] = [ 6c 0a 00 00 ])
nov 10/21:59:54.352 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011214, 4 bytes [by 4] = [ 6c 0a 00 00 ])
nov 10/21:59:54.352 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011214, 4 bytes [by 4] = [ 6c 0a 00 00 ])
nov 10/21:59:54.352 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011218, 4 bytes [by 4] = [ 3e 00 00 00 ])
nov 10/21:59:54.352 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011218, 4 bytes [by 4] = [ 3e 00 00 00 ])
nov 10/21:59:54.353 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011218, 4 bytes [by 4] = [ 3e 00 00 00 ])
nov 10/21:59:54.353 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801121c, 4 bytes [by 4] = [ 68 13 01 08 ])
nov 10/21:59:54.353 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801121c, 4 bytes [by 4] = [ 68 13 01 08 ])
nov 10/21:59:54.353 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801121c, 4 bytes [by 4] = [ 68 13 01 08 ])
nov 10/21:59:54.353 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8011220, 2 bytes [by 2] = [ 04 20 ])
nov 10/22:00:09.748 DEBUG2 : 		-> AboutToStopSession()
nov 10/22:00:09.748 DEBUG2 : 		  Exiting SWO reading thread
nov 10/22:00:09.749 DEBUG2 : 		<- AboutToStopSession()
nov 10/22:00:09.749 DEBUG2 : 		<Call to _ExecDeviceExit: macro undefined
nov 10/22:00:09.749 DEBUG2 : 		<Call to execUserExit: macro undefined
nov 10/22:00:09.751 DEBUG2 : 		-> PrepareStopSession()
nov 10/22:00:10.281 DEBUG2 : 		<- PrepareStopSession()
