nov 10/21:57:21.853 DEBUG2 : 		

StartSession()

nov 10/21:57:21.853 INFO   : Debug Log(info): Loading the I-jet driver
nov 10/21:57:27.783 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
nov 10/21:57:27.783 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
nov 10/21:57:27.783 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
nov 10/21:57:27.783 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
nov 10/21:57:28.920 DEBUG2 : 		LowLevelStop(0): mStoppedByLowLevelStop[0] = true
nov 10/21:57:28.921 DEBUG2 : 		LowLevelGo(core 0): Stop requested by stop flag
nov 10/21:57:28.921 DEBUG2 : 		Core 0: LowLevelGo(core 0) [multi = false]: ISigEmu::CpuStop()
nov 10/21:57:28.921 DEBUG2 : 		-> WaitForCpuToStop(core 0)
nov 10/21:57:28.924 DEBUG2 : 		LowLevelGo(core 0): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
nov 10/21:57:28.924 DEBUG2 : 		<- WaitForCpuToStop(core 0)
nov 10/21:57:28.924 DEBUG2 : 		LowLevelGo(core 0): WaitForCpuToStop(0) returned waitRes = 0
nov 10/21:57:28.924 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
nov 10/21:57:28.924 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 4557 polls in 1.132s
nov 10/21:57:28.924 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
nov 10/21:57:28.924 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
nov 10/21:57:28.924 DEBUG2 : 		    XTRACE postgo (status = 0x80) dump -> Trace is not enabled
nov 10/21:57:28.933 DEBUG2 : 		  ISigChan::Stop()
nov 10/21:57:28.933 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x800116a (134222186)
nov 10/21:57:28.933 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x800116a, 2 bytes [by 2] = [ 77 48 ])
nov 10/21:57:28.933 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
nov 10/21:57:28.933 DEBUG2 : 		<- LowLevelGo(core 0)
nov 10/21:57:28.933 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 1
nov 10/21:57:28.934 DEBUG2 : 		CpuRegGet(Core 0, LR -> 14) = 0x80013d5 (134222805)
nov 10/21:57:28.934 DEBUG2 : 		CpuRegGet(Core 0, XPSR -> 16) = 0x61000000 (1627389952)
nov 10/21:57:28.934 DEBUG2 : 		CpuRegGet(Core 0, CTRL_PRI -> 20) = 0x0 (0)
nov 10/21:57:28.934 DEBUG2 : 		CpuRegGet(Core 0, SP_Main -> 17) = 0x800ffe0 (134283232)
nov 10/21:57:28.935 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x800fe00, 512 bytes [by 0] = [ 00 00 00 00 00 00 00 00 ... ])
nov 10/21:57:28.945 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001000, 512 bytes [by 0] = [ 8b 42 01 d3 12 12 09 02 ... ])
nov 10/21:57:28.946 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001200, 512 bytes [by 0] = [ 07 22 91 43 01 60 5c 49 ... ])
nov 10/21:57:29.892 DEBUG2 : 		SetCodeBreak(<0:0x800116a>, 1 units, 'Singlestep (temporary breakpoint)')
nov 10/21:57:29.892 DEBUG2 : 		  SetCodeBreak(): BreakSetAttr(bank 0, count 1, addr 0x800116a, attr <0x2000d: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_SW | SIGEMU_BRK_ATTR_HW>)
nov 10/21:57:29.894 DEBUG2 : 		  SetBreakpoint(): BreakGetAttr(bank 0, count 1, addr 0x800116a, attr <0x20405: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_SW | SIGEMU_BRK_ATTR_LITTLEENDIAN>)
nov 10/21:57:29.894 DEBUG2 : 		SetCodeBreak(<0:0x8001174>, 1 units, 'Singlestep (temporary breakpoint)')
nov 10/21:57:29.894 DEBUG2 : 		  SetCodeBreak(): BreakSetAttr(bank 0, count 1, addr 0x8001174, attr <0x2000d: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_SW | SIGEMU_BRK_ATTR_HW>)
nov 10/21:57:29.896 DEBUG2 : 		  SetBreakpoint(): BreakGetAttr(bank 0, count 1, addr 0x8001174, attr <0x20405: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_SW | SIGEMU_BRK_ATTR_LITTLEENDIAN>)
nov 10/21:57:29.896 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
nov 10/21:57:29.896 DEBUG2 : 		-> LowLevelGo(core 0)
nov 10/21:57:29.896 DEBUG2 : 		CpuRegGet(Core 0, PC ->15) = 0x800116a (134222186)
nov 10/21:57:29.896 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x800116a, 2 bytes [by 2] = [ 77 48 ])
nov 10/21:57:29.896 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
nov 10/21:57:29.896 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
nov 10/21:57:29.896 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
nov 10/21:57:29.896 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
nov 10/21:57:29.897 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
nov 10/21:57:29.906 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x800116a (134222186)
nov 10/21:57:29.906 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
nov 10/21:57:29.906 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
nov 10/21:57:29.906 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2 polls in 0s
nov 10/21:57:29.906 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
nov 10/21:57:29.906 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
nov 10/21:57:29.906 DEBUG2 : 		    XTRACE postgo (status = 0x80) dump -> Trace is not enabled
nov 10/21:57:29.912 DEBUG2 : 		  ISigChan::Stop()
nov 10/21:57:29.913 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x800116a, 2 bytes [by 2] = [ 77 48 ])
nov 10/21:57:29.913 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x800116a, attr <0x20405: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_SW | SIGEMU_BRK_ATTR_LITTLEENDIAN>)
nov 10/21:57:29.913 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
nov 10/21:57:29.913 DEBUG2 : 		<- LowLevelGo(core 0)
nov 10/21:57:29.913 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
nov 10/21:57:29.913 DEBUG2 : 		ClearCodeBreak(<0:0x800116a>, 1 units)
nov 10/21:57:29.913 DEBUG2 : 		  ClearCodeBreak(): BreakClr(bank 0, count 1, addr 0x800116a)
nov 10/21:57:29.914 DEBUG2 : 		ClearCodeBreak(<0:0x8001174>, 1 units)
nov 10/21:57:29.914 DEBUG2 : 		  ClearCodeBreak(): BreakClr(bank 0, count 1, addr 0x8001174)
nov 10/21:57:29.914 DEBUG2 : 		CpuRegGet(Core 0, LR -> 14) = 0x80013d5 (134222805)
nov 10/21:57:29.914 DEBUG2 : 		CpuRegGet(Core 0, XPSR -> 16) = 0x61000000 (1627389952)
nov 10/21:57:29.914 DEBUG2 : 		CpuRegGet(Core 0, CTRL_PRI -> 20) = 0x0 (0)
nov 10/21:57:29.915 DEBUG2 : 		CpuRegGet(Core 0, SP_Main -> 17) = 0x800ffe0 (134283232)
nov 10/21:57:29.915 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x800fe00, 512 bytes [by 0] = [ 00 00 00 00 00 00 00 00 ... ])
nov 10/21:57:30.276 DEBUG2 : 		SetCodeBreak(<0:0x800116a>, 1 units, 'Singlestep (temporary breakpoint)')
nov 10/21:57:30.276 DEBUG2 : 		  SetCodeBreak(): BreakSetAttr(bank 0, count 1, addr 0x800116a, attr <0x2000d: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_SW | SIGEMU_BRK_ATTR_HW>)
nov 10/21:57:30.278 DEBUG2 : 		  SetBreakpoint(): BreakGetAttr(bank 0, count 1, addr 0x800116a, attr <0x20405: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_SW | SIGEMU_BRK_ATTR_LITTLEENDIAN>)
nov 10/21:57:30.278 DEBUG2 : 		SetCodeBreak(<0:0x8001174>, 1 units, 'Singlestep (temporary breakpoint)')
nov 10/21:57:30.278 DEBUG2 : 		  SetCodeBreak(): BreakSetAttr(bank 0, count 1, addr 0x8001174, attr <0x2000d: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_SW | SIGEMU_BRK_ATTR_HW>)
nov 10/21:57:30.279 DEBUG2 : 		  SetBreakpoint(): BreakGetAttr(bank 0, count 1, addr 0x8001174, attr <0x20405: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_SW | SIGEMU_BRK_ATTR_LITTLEENDIAN>)
nov 10/21:57:30.279 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
nov 10/21:57:30.279 DEBUG2 : 		-> LowLevelGo(core 0)
nov 10/21:57:30.279 DEBUG2 : 		CpuRegGet(Core 0, PC ->15) = 0x800116a (134222186)
nov 10/21:57:30.279 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x800116a, 2 bytes [by 2] = [ 77 48 ])
nov 10/21:57:30.279 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
nov 10/21:57:30.279 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
nov 10/21:57:30.279 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
nov 10/21:57:30.280 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
nov 10/21:57:30.280 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
nov 10/21:57:30.289 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x800116a (134222186)
nov 10/21:57:30.289 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
nov 10/21:57:30.290 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
nov 10/21:57:30.290 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2 polls in 0s
nov 10/21:57:30.290 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
nov 10/21:57:30.290 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
nov 10/21:57:30.290 DEBUG2 : 		    XTRACE postgo (status = 0x80) dump -> Trace is not enabled
nov 10/21:57:30.298 DEBUG2 : 		  ISigChan::Stop()
nov 10/21:57:30.298 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x800116a, 2 bytes [by 2] = [ 77 48 ])
nov 10/21:57:30.299 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x800116a, attr <0x20405: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_SW | SIGEMU_BRK_ATTR_LITTLEENDIAN>)
nov 10/21:57:30.299 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
nov 10/21:57:30.299 DEBUG2 : 		<- LowLevelGo(core 0)
nov 10/21:57:30.299 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
nov 10/21:57:30.299 DEBUG2 : 		ClearCodeBreak(<0:0x800116a>, 1 units)
nov 10/21:57:30.299 DEBUG2 : 		  ClearCodeBreak(): BreakClr(bank 0, count 1, addr 0x800116a)
nov 10/21:57:30.299 DEBUG2 : 		ClearCodeBreak(<0:0x8001174>, 1 units)
nov 10/21:57:30.299 DEBUG2 : 		  ClearCodeBreak(): BreakClr(bank 0, count 1, addr 0x8001174)
nov 10/21:57:30.300 DEBUG2 : 		CpuRegGet(Core 0, LR -> 14) = 0x80013d5 (134222805)
nov 10/21:57:30.300 DEBUG2 : 		CpuRegGet(Core 0, XPSR -> 16) = 0x61000000 (1627389952)
nov 10/21:57:30.300 DEBUG2 : 		CpuRegGet(Core 0, CTRL_PRI -> 20) = 0x0 (0)
nov 10/21:57:30.301 DEBUG2 : 		CpuRegGet(Core 0, SP_Main -> 17) = 0x800ffe0 (134283232)
nov 10/21:57:30.302 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x800fe00, 512 bytes [by 0] = [ 00 00 00 00 00 00 00 00 ... ])
nov 10/21:57:30.513 DEBUG2 : 		SetCodeBreak(<0:0x800116a>, 1 units, 'Singlestep (temporary breakpoint)')
nov 10/21:57:30.513 DEBUG2 : 		  SetCodeBreak(): BreakSetAttr(bank 0, count 1, addr 0x800116a, attr <0x2000d: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_SW | SIGEMU_BRK_ATTR_HW>)
nov 10/21:57:30.514 DEBUG2 : 		  SetBreakpoint(): BreakGetAttr(bank 0, count 1, addr 0x800116a, attr <0x20405: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_SW | SIGEMU_BRK_ATTR_LITTLEENDIAN>)
nov 10/21:57:30.515 DEBUG2 : 		SetCodeBreak(<0:0x8001174>, 1 units, 'Singlestep (temporary breakpoint)')
nov 10/21:57:30.515 DEBUG2 : 		  SetCodeBreak(): BreakSetAttr(bank 0, count 1, addr 0x8001174, attr <0x2000d: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_SW | SIGEMU_BRK_ATTR_HW>)
nov 10/21:57:30.517 DEBUG2 : 		  SetBreakpoint(): BreakGetAttr(bank 0, count 1, addr 0x8001174, attr <0x20405: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_SW | SIGEMU_BRK_ATTR_LITTLEENDIAN>)
nov 10/21:57:30.517 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
nov 10/21:57:30.517 DEBUG2 : 		-> LowLevelGo(core 0)
nov 10/21:57:30.517 DEBUG2 : 		CpuRegGet(Core 0, PC ->15) = 0x800116a (134222186)
nov 10/21:57:30.517 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x800116a, 2 bytes [by 2] = [ 77 48 ])
nov 10/21:57:30.517 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
nov 10/21:57:30.517 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
nov 10/21:57:30.517 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
nov 10/21:57:30.518 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
nov 10/21:57:30.518 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
nov 10/21:57:30.526 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x800116a (134222186)
nov 10/21:57:30.526 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
nov 10/21:57:30.527 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
nov 10/21:57:30.527 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2 polls in 0s
nov 10/21:57:30.527 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
nov 10/21:57:30.527 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
nov 10/21:57:30.527 DEBUG2 : 		    XTRACE postgo (status = 0x80) dump -> Trace is not enabled
nov 10/21:57:30.532 DEBUG2 : 		  ISigChan::Stop()
nov 10/21:57:30.532 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x800116a, 2 bytes [by 2] = [ 77 48 ])
nov 10/21:57:30.532 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x800116a, attr <0x20405: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_SW | SIGEMU_BRK_ATTR_LITTLEENDIAN>)
nov 10/21:57:30.532 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
nov 10/21:57:30.532 DEBUG2 : 		<- LowLevelGo(core 0)
nov 10/21:57:30.532 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
nov 10/21:57:30.532 DEBUG2 : 		ClearCodeBreak(<0:0x800116a>, 1 units)
nov 10/21:57:30.532 DEBUG2 : 		  ClearCodeBreak(): BreakClr(bank 0, count 1, addr 0x800116a)
nov 10/21:57:30.533 DEBUG2 : 		ClearCodeBreak(<0:0x8001174>, 1 units)
nov 10/21:57:30.533 DEBUG2 : 		  ClearCodeBreak(): BreakClr(bank 0, count 1, addr 0x8001174)
nov 10/21:57:30.534 DEBUG2 : 		CpuRegGet(Core 0, LR -> 14) = 0x80013d5 (134222805)
nov 10/21:57:30.534 DEBUG2 : 		CpuRegGet(Core 0, XPSR -> 16) = 0x61000000 (1627389952)
nov 10/21:57:30.534 DEBUG2 : 		CpuRegGet(Core 0, CTRL_PRI -> 20) = 0x0 (0)
nov 10/21:57:30.535 DEBUG2 : 		CpuRegGet(Core 0, SP_Main -> 17) = 0x800ffe0 (134283232)
nov 10/21:57:30.536 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x800fe00, 512 bytes [by 0] = [ 00 00 00 00 00 00 00 00 ... ])
nov 10/21:57:30.740 DEBUG2 : 		SetCodeBreak(<0:0x800116a>, 1 units, 'Singlestep (temporary breakpoint)')
nov 10/21:57:30.740 DEBUG2 : 		  SetCodeBreak(): BreakSetAttr(bank 0, count 1, addr 0x800116a, attr <0x2000d: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_SW | SIGEMU_BRK_ATTR_HW>)
nov 10/21:57:30.742 DEBUG2 : 		  SetBreakpoint(): BreakGetAttr(bank 0, count 1, addr 0x800116a, attr <0x20405: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_SW | SIGEMU_BRK_ATTR_LITTLEENDIAN>)
nov 10/21:57:30.742 DEBUG2 : 		SetCodeBreak(<0:0x8001174>, 1 units, 'Singlestep (temporary breakpoint)')
nov 10/21:57:30.742 DEBUG2 : 		  SetCodeBreak(): BreakSetAttr(bank 0, count 1, addr 0x8001174, attr <0x2000d: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_SW | SIGEMU_BRK_ATTR_HW>)
nov 10/21:57:30.743 DEBUG2 : 		  SetBreakpoint(): BreakGetAttr(bank 0, count 1, addr 0x8001174, attr <0x20405: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_SW | SIGEMU_BRK_ATTR_LITTLEENDIAN>)
nov 10/21:57:30.743 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
nov 10/21:57:30.743 DEBUG2 : 		-> LowLevelGo(core 0)
nov 10/21:57:30.743 DEBUG2 : 		CpuRegGet(Core 0, PC ->15) = 0x800116a (134222186)
nov 10/21:57:30.744 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x800116a, 2 bytes [by 2] = [ 77 48 ])
nov 10/21:57:30.744 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
nov 10/21:57:30.744 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
nov 10/21:57:30.744 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
nov 10/21:57:30.744 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
nov 10/21:57:30.744 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
nov 10/21:57:30.755 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x800116a (134222186)
nov 10/21:57:30.755 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
nov 10/21:57:30.755 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
nov 10/21:57:30.755 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2 polls in 0.001s
nov 10/21:57:30.755 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
nov 10/21:57:30.755 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
nov 10/21:57:30.755 DEBUG2 : 		    XTRACE postgo (status = 0x80) dump -> Trace is not enabled
nov 10/21:57:30.755 DEBUG2 : 		  ISigChan::Stop()
nov 10/21:57:30.755 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x800116a, 2 bytes [by 2] = [ 77 48 ])
nov 10/21:57:30.756 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x800116a, attr <0x20405: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_SW | SIGEMU_BRK_ATTR_LITTLEENDIAN>)
nov 10/21:57:30.756 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
nov 10/21:57:30.756 DEBUG2 : 		<- LowLevelGo(core 0)
nov 10/21:57:30.756 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
nov 10/21:57:30.756 DEBUG2 : 		ClearCodeBreak(<0:0x800116a>, 1 units)
nov 10/21:57:30.756 DEBUG2 : 		  ClearCodeBreak(): BreakClr(bank 0, count 1, addr 0x800116a)
nov 10/21:57:30.756 DEBUG2 : 		ClearCodeBreak(<0:0x8001174>, 1 units)
nov 10/21:57:30.756 DEBUG2 : 		  ClearCodeBreak(): BreakClr(bank 0, count 1, addr 0x8001174)
nov 10/21:57:30.757 DEBUG2 : 		CpuRegGet(Core 0, LR -> 14) = 0x80013d5 (134222805)
nov 10/21:57:30.757 DEBUG2 : 		CpuRegGet(Core 0, XPSR -> 16) = 0x61000000 (1627389952)
nov 10/21:57:30.758 DEBUG2 : 		CpuRegGet(Core 0, SP_Main -> 17) = 0x800ffe0 (134283232)
nov 10/21:57:30.760 DEBUG2 : 		CpuRegGet(Core 0, CTRL_PRI -> 20) = 0x0 (0)
nov 10/21:57:30.761 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x800fe00, 512 bytes [by 0] = [ 00 00 00 00 00 00 00 00 ... ])
nov 10/21:57:31.966 DEBUG2 : 		SetCodeBreak(<0:0x8001d8c>, 1 units, 'Singlestep (temporary breakpoint)')
nov 10/21:57:31.966 DEBUG2 : 		  SetCodeBreak(): BreakSetAttr(bank 0, count 1, addr 0x8001d8c, attr <0x2000d: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_SW | SIGEMU_BRK_ATTR_HW>)
nov 10/21:57:31.967 DEBUG2 : 		  SetBreakpoint(): BreakGetAttr(bank 0, count 1, addr 0x8001d8c, attr <0x20405: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_SW | SIGEMU_BRK_ATTR_LITTLEENDIAN>)
nov 10/21:57:31.967 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
nov 10/21:57:31.967 DEBUG2 : 		-> LowLevelGo(core 0)
nov 10/21:57:31.967 DEBUG2 : 		CpuRegGet(Core 0, PC ->15) = 0x800116a (134222186)
nov 10/21:57:31.967 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x800116a, 2 bytes [by 2] = [ 77 48 ])
nov 10/21:57:31.968 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
nov 10/21:57:31.968 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
nov 10/21:57:31.968 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
nov 10/21:57:31.968 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
nov 10/21:57:31.968 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
nov 10/21:57:35.255 DEBUG2 : 		LowLevelStop(0): mStoppedByLowLevelStop[0] = true
nov 10/21:57:35.264 DEBUG2 : 		LowLevelGo(core 0): Stop requested by stop flag
nov 10/21:57:35.264 DEBUG2 : 		Core 0: LowLevelGo(core 0) [multi = false]: ISigEmu::CpuStop()
nov 10/21:57:35.264 DEBUG2 : 		-> WaitForCpuToStop(core 0)
nov 10/21:57:35.268 DEBUG2 : 		LowLevelGo(core 0): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
nov 10/21:57:35.268 DEBUG2 : 		<- WaitForCpuToStop(core 0)
nov 10/21:57:35.268 DEBUG2 : 		LowLevelGo(core 0): WaitForCpuToStop(0) returned waitRes = 0
nov 10/21:57:35.268 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
nov 10/21:57:35.268 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 5285 polls in 3.291s
nov 10/21:57:35.268 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
nov 10/21:57:35.268 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
nov 10/21:57:35.268 DEBUG2 : 		    XTRACE postgo (status = 0x80) dump -> Trace is not enabled
nov 10/21:57:35.272 DEBUG2 : 		  ISigChan::Stop()
nov 10/21:57:35.272 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x8001170 (134222192)
nov 10/21:57:35.272 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8001170, 2 bytes [by 2] = [ 00 29 ])
nov 10/21:57:35.273 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
nov 10/21:57:35.273 DEBUG2 : 		<- LowLevelGo(core 0)
nov 10/21:57:35.273 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 1
nov 10/21:57:35.273 DEBUG2 : 		ClearCodeBreak(<0:0x8001d8c>, 1 units)
nov 10/21:57:35.273 DEBUG2 : 		  ClearCodeBreak(): BreakClr(bank 0, count 1, addr 0x8001d8c)
nov 10/21:57:35.274 DEBUG2 : 		CpuRegGet(Core 0, LR -> 14) = 0x80013d5 (134222805)
nov 10/21:57:35.274 DEBUG2 : 		CpuRegGet(Core 0, XPSR -> 16) = 0x61000000 (1627389952)
